,Tweet,following,followers,actions,is_retweet,location,Type,Unnamed: 7,Type_num
1361,"Bronx man, 31, fatally shot in head outside housing complex https://t.co/WCXwLQUzKZ https://t.co/j9dgtu4y8U",10155.0,61689.0,56296.0,0.0,"Kothagudem , Telangana",Spam,,1
1365,Soundtrack: Backstreet Boys - Show Me The Meaning Of Being Lonely https://t.co/HkmVqacZli,18986.0,60835.0,20268.0,0.0,Al Rahba AbuDhabi,Spam,,1
1370,Oreo Cupcakes ^pic.twitter.com/oUhoHOpgll,0.0,696000.0,1068.0,0.0,,Quality,,0
1371,Good Afternoon my lovelies // inspiration // motivation // family,0.0,534000.0,1179.0,0.0,,Quality,,0
1380,7 Fatal Shootings in 5 Days in Prince George's County https://t.co/iDtUwi2IRI https://t.co/iLnNeQO1nU,12830.0,32108.0,33144.0,0.0,Kano,Spam,,1
1381,"Several Colts sitting out today. Moncrief (toe) was expected. Also out TY McGill (foot), Thornton (?), Good (?).",0.0,39500.0,,0.0,"Indianapolis, IN",Quality,,0
1431,#Damascus \| Airstrikes on Qaboun district https://t.co/IYp9eDRKPp,10325.0,31635.0,13167.0,0.0,"Chattavagas, Tn",Spam,,1
1441,Bad hair day but still happy,0.0,8060000.0,133.0,0.0,"Jakarta, Indonesia",Quality,,0
1477,See James Hetfield turn Metallica's “Motorbreath” into a country ballad http://rol.st/1ZZHftF pic.twitter.com/wNglwakk8O,0.0,6280000.0,151.0,0.0,"New York, New York",Quality,,0
1478,"""God bless Texas. Good for Governor Abbott."" ~ @SheriffClarke reacts TX law cracking down on sanctuary cities. https://t.co/QtAGUlBcdx",48186.0,52193.0,3518.0,0.0,"Minneapolis, MN",Spam,,1
1483,Why is this App even free ?  #TrailerJamShowpic.twitter.com/uhReoYfmv6,0.0,121000.0,1197.0,0.0,Africa,Quality,,0
1491,They will suck it till it's dry #FeelTheBern https://t.co/wh63nUj5D4,16768.0,30053.0,13830.0,0.0,"Toronto, Ontario",Spam,,1
1504,http://tranceworldradio.com #NowPlaying Another Day Without Sunrise (Allen & Envy Remix) - Eximinds,153000.0,116000.0,,0.0,"Rotterdam, The Netherlands",Quality,,0
1515,ROLLERBALL 1975 movie set in 2018 Energy Corporation a global corporate state controls all http://ow.ly/TuXL300aQ03 pic.twitter.com/ULBPeCgOWK,62600.0,61400.0,0.0,0.0,"Lisbon, Portugal",Quality,,0
1527,Not til I naturally go greyhttps://twitter.com/YasmineNyc/status/732494082270842880 …,0.0,94400.0,182.0,0.0,USA,Quality,,0
1534,Johnny Depp casually asks: Is it time for an actor to kill the president again? Secret Service needs to do their thing. https://t.co/iggZeo7rsp,42071.0,61960.0,5118.0,0.0,Inquiry: contact@hiphopkr.com,Spam,,1
1545,Grammy-winning musician Guy Clark has died at 74 http://read.bi/22f5xBB pic.twitter.com/WTLHqSfWnJ,0.0,65700.0,,0.0,"New York, NY",Quality,,0
1551,"LeBron James' lifetime contract with #Nike is reportedly worth more than $1 BILLION

http://hnhh.co/abgay pic.twitter.com/T2tvBIbFvU",0.0,1070000.0,365.0,0.0,,Quality,,0
1552,Tiffany w IJWD ballon waving to SONEs cutely #Tiffany1stWin #IJWD1stWin at Sukira https://www.instagram.com/p/BFgoIBXur4i/ pic.twitter.com/kt0PIcrvEn,0.0,30700.0,,0.0,SNSD PINK OCEAN PARADISE,Quality,,0
1556,"[HAPPY BIRTHDAY TAEYANG​]
originally posted by http://ygtroll-life.com 
#태양 #HappyTaeyangDay #HAPPYBAEBAEDAYpic.twitter.com/DEEeA2QkkI",0.0,25500.0,,0.0,"malaysia, currently in london",Quality,,0
1573,#local #news D.C. streetcar system could open as soon as Feb. 26,20821.0,30047.0,27405.0,0.0,ପ( ໊๑˃̶͈⌔˂̶͈)*ೃ♡ mak! ♡*ೃ,Spam,,1
1584,When you realize the #NBALottery is tonight and you could get the No. 1 pickpic.twitter.com/ubDrnZevLT,0.0,6910000.0,,0.0,,Quality,,0
1586,Teacher claims he was fired for cancer surgery https://t.co/GoztByvQek https://t.co/L9gftM9zLr,5957.0,60637.0,46468.0,0.0,ig: thekhayalan,Spam,,1
1587,I can't wait for all the NOUIS selfies we'll get in June,0.0,36100.0,7.0,0.0,,Quality,,0
1601,"Whn askd abt Al taufeeq case Saad Rafiq said ""u r nt a chartrd acountnt"".N thn i couldn't resist saying wht i did :Ppic.twitter.com/4CGMINT6ZL",0.0,2730000.0,855.0,0.0,Islamabad,Quality,,0
1603,Today #HeadsTogether launches and we're part of a conversation to get #malesuicide on the agendapic.twitter.com/DnM0qk99MS,0.0,53800.0,266.0,0.0,Memphis TN,Quality,,0
1604,The last week has been magic. Thankyou to all and everyone that made it unforgettable... Allineedtourpic.twitter.com/4040bpV2fk,0.0,149000.0,762.0,0.0,"Elmhurst, IL",Quality,,0
1615,"DOMINANT RUSS. 

Russell Westbrook scored 19 Pts in 3rd quarter, his most in any quarter of his postseason career.pic.twitter.com/WZuhpEW0BX",0.0,35300000.0,,0.0,,Quality,,0
1617,It's been a looooong day. But it's also been a great day.,0.0,516000.0,,0.0,,Quality,,0
1623,"Black and White Cat (not in great shape) found in #Walkden #Worsley #Manchester
https://mylostbox.com/item/cat-found-in-walkden-worsley-manchester/ …
Please RT!pic.twitter.com/1BpqDt7nFE",39000.0,46900.0,,0.0,UK,Quality,,0
1656,Please Support  #CongressSupportsTerrorists,0.0,29600.0,8.0,0.0,"Ahmadabad City, India",Quality,,0
1667,Good question.perhaps you should ask themhttps://twitter.com/leratom1/status/732587352862928896 …,0.0,595000.0,,0.0,Bookings@moflavadj.co.za,Quality,,0
1672,"When Hillary &amp; the media declared us a basket of deplorable ists, Nazis, alt-right, &amp; white supremacists they invited violence against us",74716.0,122873.0,9767.0,0.0,Brasilia,Spam,,1
1678,best way to overcome a bad weekend is work #bestteam #F1Testing #cantWaitForMonacopic.twitter.com/j1W2IN5KES,0.0,2300000.0,,0.0,Monaco,Quality,,0
1685,"""I love U-- SA""

× #OTWOLSepanxForeverpic.twitter.com/fWWIAGxJkY",0.0,105000.0,,0.0,WORLDWIDE,Quality,,0
1691,"The Young Victoria
QT RT REPLY this wow fantastic
mobile edit FA by @imcr8d4u
#ALDUBLoversInITALY
 @ALDub_RTeam 
pic.twitter.com/FFoMztIk9c",0.0,32600.0,403.0,0.0,,Quality,,0
1692,@MadhuriDixit mam if it's possible can u watch this video https://youtu.be/3vOlUEScguw  it was for ur bday from fans thx,0.0,52000.0,,0.0,elaine & charlie & nicole,Quality,,0
1694,Thank you to everyone who supported #CaptainAmericaCivilWar this weekend!! And for those who saw it twice...I owe you something special,0.0,10600000.0,,0.0,,Quality,,0
1725,.@BlindDaley has been praising team-mate @AnthonyMartial: http://bit.ly/1TG1IiT pic.twitter.com/Jeiop9z83y,0.0,19000000.0,1320.0,0.0,"Manchester, England",Quality,,0
1739,Let the rain wash away all the pains of yesterday. #ChennaiRain #Chitti #Stylepic.twitter.com/RaFspCJcNj,0.0,45900.0,,0.0,"Chennai, India",Quality,,0
1740,Kruger gets 600th win as Oklahoma tops Kansas State 81-51 https://t.co/CmQ3L65AQO https://t.co/FvnCNRvQ0o,4253.0,25236.0,47281.0,0.0,"Prince Edward Island, Canada",Spam,,1
1759,"I compartmentalize to get through the day and then at night, the thoughts and memories burst into chaos.",27200.0,47800.0,426.0,0.0,,Quality,,0
1777,"Rehearse, shoot. Rehearse, shoot...and repeat #detroitbecomehumanpic.twitter.com/L0qpmr9uxO",0.0,75200.0,369.0,0.0,"Paris, FRANCE",Quality,,0
1779,rt if u are currently a mess,414000.0,540000.0,,0.0,,Quality,,0
1780,Grandson charged with murder in Blue Springs mans death https://t.co/whwzKdWqkr https://t.co/lVJxsyjKKN,6062.0,25815.0,51689.0,0.0,"New Mexico, USA",Spam,,1
1801,losing people in ur life with good memoriespic.twitter.com/Qt8eAfdy2n,98200.0,867000.0,,0.0,"Colorado, USA",Quality,,0
1816,"80 Percent of Trash Ends up in the Oceans, 90 Percent is Plastic. Let's #CrushPlastic http://onegreenplanet.org/crushplastic pic.twitter.com/V8UIgWmE79",0.0,94400.0,,0.0,"Los Angeles, CA",Quality,,0
1822,Shoutout to Chris Hadfield first Canadian to walk in space!! Reppin ECL!!!  @Cmdr_Hadfield #Canada #Spacepic.twitter.com/pcmN9nTTDM,83600.0,137000.0,156.0,0.0,"Nova Scotia, Canada",Quality,,0
1836,I think the early start at Pitt last year would be a good point of reference in this case.,0.0,44100.0,,1.0,psampson@theathletic.com,Quality,,0
1839,What a beautiful #kitchen pair! RT @deltafaucet When Grit meets Glam #DeltaInspiredPro http://spr.ly/6015BUKXc pic.twitter.com/w5PlRfYKdU,0.0,33800.0,3.0,0.0,"Newport News, VA",Quality,,0
1850,Cotton Candy Everythingpic.twitter.com/07AXtSfHJe,0.0,1300000.0,,0.0,follow our Instagram,Quality,,0
1853,"#historical #thriller #books #kindle
Tan
@LawlorDavid
US:http://amzn.to/1Jt8uay 
UK:http://amzn.to/1N86Egz pic.twitter.com/ldcpEQffr9",29100.0,43800.0,2.0,0.0,,Quality,,0
1854,Our first match of the day is @Epsilon_eSports vs @GiantsGaming! #CODWorldLeague https://www.twitch.tv/callofduty pic.twitter.com/QN8afoCnLl,0.0,50600.0,25.0,0.0,sg@ThePrint.in,Quality,,0
1861,TODAY IS THE DAY,58000.0,6920000.0,,0.0,LA,Quality,,0
1881,"AMA seeking Resource Coordinator in Saranac Lake, NY #Jobs http://ow.ly/dCxn300g9u6 pic.twitter.com/atkw8kKLLy",112000.0,274000.0,6.0,0.0,"New York, NY",Quality,,0
1888,"Am against politicians calling for a protest and when cops show up,they escape in their cars leaving their supporters been brutalised alone.",0.0,1250000.0,395.0,0.0,Kenya,Quality,,0
1891,Guys! Check out my playlist and new single #DUELEELCORAZON on @TIDALHiFi: http://tdl.sh/QWMeSI pic.twitter.com/P3wMzbsJFL,0.0,14200000.0,,0.0,"Miami, FL",Quality,,0
1919,My love for this boy is beyond perfection~~pic.twitter.com/HGcrWvzsmz,0.0,107000.0,792.0,0.0,Somewhere w/ Rene  ❤️,Quality,,0
1923,I still can't believe it I finally made history @NASCARDiversity https://t.co/2IdPJtixEK,30459.0,44113.0,6497.0,1.0,australia,Spam,,1
1924,Survey shows surge in disapproval of @Obamacare http://aol.it/1YULHte  @AOL @CRNC @Libertarians4Us @CollegeDems @youngdems @yrnf @youngcons,148000.0,135000.0,,0.0,"Minneapolis, Minnesota USA",Quality,,0
1937,BREAKING: Sky Sources: Jose Mourinho told that @manutd manager's job is his if Louis Van Gaal leaves this summer. #SSNHQ,0.0,6300000.0,,0.0,England,Quality,,0
1942,"China has armed all of its artificial islands, stole a US Navy drone all while Obama and the Media worry about fake Russian hacking https://t.co/FPl8lHARAA",55371.0,59835.0,5982.0,0.0,Fiume Veneto,Spam,,1
1947,"People who speak two languages, may unconsciously change their personality when they switch languages.",0.0,947000.0,666.0,0.0,Science of the mind,Quality,,0
1948,"If the only thing different about Trump were a D after his name than a R, what would people be saying?https://twitter.com/resurgent/status/732556432034275328 …",0.0,54300.0,145.0,0.0,On the right side of history.,Quality,,0
1949,"Waiting for #MilleMiglia at the #MEF in Modena.
#Ferrari 250 GT Berlinetta (1000Miglia 1958).pic.twitter.com/4r8zP4D3TI",0.0,25900.0,,0.0,"Modena, Italy",Quality,,0
1953,Farage and others appearing to concede defeat could help Leave by reducing Remain turnout.,0.0,86400.0,17.0,0.0,Never Ever Ever Land,Quality,,0
1957,The World's Largest Coal Supplier Is Building a Giant Solar Plant http://gizmodo.com/the-worlds-largest-coal-supplier-is-building-a-giant-so-1774600956?utm_medium=sharefromsite&utm_source=Gizmodo_twitter … @Gizmodo #YEARSsolutionspic.twitter.com/FVEbsMhMiA,0.0,30400.0,35.0,0.0,,Quality,,0
1984,This dress pic.twitter.com/8VuDDv2XXc,0.0,371000.0,638.0,0.0,ᵀᴴᴱ ᴼᴿᴵᴳᴵᴻᴬᴸ,Quality,,0
1990,"[HAPPY BIRTHDAY TAEYANG]
originally posted by http://yg-life.com 
@Realtaeyang #HAPPYTAEYANGDAY #HAPPYBAEBAEDAYpic.twitter.com/Lib0qxwsyr",0.0,5050000.0,,0.0,"Seoul, Korea",Quality,,0
2001,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!",38739.0,41199.0,3001.0,1.0,✈,Spam,,1
2017,ANOTHER LEVEL 1ST PHOTOBOOK 「STARDUST」 PREVIEW - 5&6pic.twitter.com/G7VPayg5er,0.0,62500.0,844.0,0.0,IG : anotherlevel17 / HQ =  ❤,Quality,,0
2020,GRACIAS THE PARTY TOUR https://instagram.com/p/BFfegDykB56/ pic.twitter.com/VbcWjP2FwZ,0.0,2640000.0,,0.0,México,Quality,,0
2022,"Oil traded near a six-month high, supported by supply outages in Nigeria and Canada: http://reut.rs/1XwOlXZ pic.twitter.com/BvCxLMMiYU",0.0,2010000.0,,0.0,Around the world,Quality,,0
2031,Sobbing Bill Cosby accuser testifies: I wanted it to stop https://t.co/atvZXA5RLU https://t.co/r2jKVH4giz,10460.0,61746.0,54755.0,0.0,أهل المنامة,Spam,,1
2035,"Nazis are being ""protected on all sides by cops"" in #Newman https://t.co/wndFuMcHDs",22016.0,26570.0,3220.0,0.0,"Brinsmade city, ND, USA",Spam,,1
2036,"End House is under attack.
Nature has its final say.
THE DEAD GAME
http://bit.ly/1lFdqNj 
#BOOKSPECIALS #horrorpic.twitter.com/drDZhmDiNn",12800.0,46600.0,,0.0,New York,Quality,,0
2041,Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,28745.0,41883.0,9284.0,1.0,GLOBAL,Spam,,1
2042,Thank you for the helping hand zimin!pic.twitter.com/i5p0OEbXBJ,0.0,103000.0,,0.0,thermphilippines@gmail.com,Quality,,0
2043,"Mother's Day freebies: Discounts, special deals in New Orleans https://t.co/u4qpASBRcz https://t.co/h60V7FKOSS",9140.0,28695.0,45479.0,0.0,Here,Spam,,1
2050,IG: @father_like_sonent2404 https://t.co/JdA5pEwS8W,30447.0,44277.0,6553.0,1.0,South Africa,Spam,,1
2051,MA Sheriff Offers County's Inmates to Help Build Trump's Mexico Border Wall https://t.co/r20RPePvfF,65006.0,65618.0,6435.0,0.0,Vienna,Spam,,1
2056,"The invention of seedless watermelons is high on the list of greatest accomplishments by mankind.

Follow me for great watermelon tweets.",0.0,2300000.0,,0.0,,Quality,,0
2060,Is #IranDeal = Death to America? http://t.co/VWNU1eEcKz,5178.0,26496.0,4608.0,0.0,Bengaluru,Spam,,1
2067,Mother was not happypic.twitter.com/PfzJFPee4F,0.0,1920000.0,,0.0,The Mancave,Quality,,0
2070,.@Nas x @RonHermanDotCom unveiled the #Ghostbusters Fashion Collection in LA - with an appearance by #RayParkerJr!pic.twitter.com/vF5pfXa8ot,0.0,67600.0,,0.0,,Quality,,0
2078,"Sometimes we just say ""I just want you to be happy"", but deep inside in our hearts we know, we still want to be their happiness.",0.0,86200.0,,0.0,*Turn on notifications*,Quality,,0
2088,The CLA solicits stares by the seashore.pic.twitter.com/gvNQSV6C3p,0.0,735000.0,232.0,0.0,"Atlanta, GA",Quality,,0
2090,#TuesdayMotivation @maddow blames Sanders supporters for Nevada drama dutifully leaves out root causes. For Shame!pic.twitter.com/BVr3uJE90P,20200.0,60700.0,773.0,0.0,"Washington, DC",Quality,,0
2093,when you visit NYC....LOL,13100.0,33300.0,,0.0,New York,Quality,,0
2096,More hate from the Left... https://t.co/SZ55wJ5JGu,73642.0,143506.0,10723.0,1.0,"Minneapolis, Minnesota",Spam,,1
2107,'A dog that barks all the time gets little attention' - Argentinian proverb  https://t.co/WTCIQsYugs,17748.0,43594.0,13913.0,0.0,west baltimore | zone 7,Spam,,1
2112,Gawker to End Operations Next Week Is it a sign of independent journalism dying?,15105.0,55931.0,18483.0,0.0,imus cavite,Spam,,1
2116,Uber targeted by Paris over driver status http://on.ft.com/27viOKc,0.0,210000.0,6.0,0.0,,Quality,,0
2119,"Social Media - Sharing great content, particularly via social media, as part of your content ma.. http://goo.gl/GBT9Q1  #socialmedia",54400.0,64900.0,,0.0,,Quality,,0
2121,"KBS CoolFM SUKIRA with Tiffany has started, stream: http://aqstream.com/kbscf/KBS-Cool-FM …pic.twitter.com/114hMUSVIX",0.0,39300.0,180.0,0.0,,Quality,,0
2133,Yesterday adventuring Munich! Xpic.twitter.com/1ycdOCNDIe,0.0,6330000.0,,0.0,"Los Angeles, CA",Quality,,0
2163,"Same Sanghi Shilpi Tiwari who circulated fake videos of JNU, is circulating fake posts of #TinaDabi, IAS topper,... http://fb.me/3uJd4RAd0",0.0,576000.0,574.0,0.0,Delhi,Quality,,0
2168,Rogue One images confirm the return of a major Star Wars character http://gizmo.do/nJ6N5za pic.twitter.com/JqoXClIlzi,0.0,2880000.0,125.0,0.0,,Quality,,0
2177,The iPad has arrived to change baseball foreverhttp://bit.ly/1qqDuRV,0.0,10400000.0,134.0,0.0,San Francisco/New York,Quality,,0
2179,"'Ride Along 2,' '13 Hours' and more: Mike Scott talks movies with WRNO's Gerry V (audio)  #news",17463.0,26259.0,38176.0,0.0,Pune,Spam,,1
2198,Learn how to cultivate a maker mindset in students.https://cards.twitter.com/cards/ascwa/1qtpa …,11000.0,152000.0,403.0,0.0,,Quality,,0
2201,Internet explodes after Pence touches flight hardware labeled DO NOT TOUCH https://t.co/00v7jxySDh https://t.co/lW7mN7uylq,12827.0,32101.0,33161.0,0.0,919USA  www brain mindmap tv,Spam,,1
2209,"""Wheatfield and Line of Trees"" by Edgar Degaspic.twitter.com/uskAJZX5KU",83900.0,101000.0,161.0,0.0,,Quality,,0
2212,Here is #CorrineBrown who was found guilty of 18 types of charges including Fraud. Another lying #democrat. #Draintheswamp! https://t.co/b44b1tlhLp,47930.0,51756.0,3495.0,0.0,Bharat  🇮🇳,Spam,,1
2223,"New Orleans poverty rates fall in 2015, still higher than state average https://t.co/YHVDfLXFRM",8178.0,27683.0,42548.0,0.0,"İzmir, Türkiye",Spam,,1
2224,We're hearing lots of questions about an explosion in #ymm - we're looking into it and will provide details as soon as possible #ymmfire,0.0,27200.0,117.0,0.0,"Fort McMurray, Alberta",Quality,,0
2229,This is why you must be SO careful who you speak to online. Please be safe guys xhttps://twitter.com/skynews/status/732561564163788800 …,0.0,12700000.0,,0.0,,Quality,,0
2242,"Levels of friendship

4. Take you to the airport
3. Not snitch if you murdered somebody 
2. Murder someone for you
1. Read your script",0.0,38300.0,,0.0,,Quality,,0
2243,Happy Birthday @M_Ryan02!! #RiseUphttps://vine.co/v/i0dBYVLBqvW,0.0,2340000.0,848.0,0.0,"Flowery Branch, GA",Quality,,0
2248,ITS OUT!!!! :] mv.....soon? :]pic.twitter.com/VaTmL0tf3H,0.0,2320000.0,,0.0,,Quality,,0
2250,"Shots Fired at NY Home Where Mom, Toddler Live: Police https://t.co/5GFNx2Jsdp https://t.co/TUWMJ9iWeo",5966.0,60756.0,44849.0,0.0,"ninth ward , new orleans",Spam,,1
2251,Sutera Harbour Weibo update #BTS #방탄소년단pic.twitter.com/ptLwJtn1Kw,0.0,97200.0,,0.0,Bangtan Room,Quality,,0
2257,Edmonton interested in hosting 2020 World Cup  #sports,16221.0,26704.0,42845.0,0.0,Underneath the Epcot Center,Spam,,1
2278,5/1 #hullcity to beat #derby  http://bit.ly/CoralDeal3  #DerbyCounty #Football #acca #freebets #freebet #gamblingpic.twitter.com/d0o1Ixi7zG,42200.0,29100.0,3.0,0.0,,Quality,,0
2283,This is perfect. . .pic.twitter.com/DklWzBvXQO,151000.0,152000.0,,0.0,"Tysons Corner, VA",Quality,,0
2289,2 months until @WSMovies - what do you want to see on the big screen in the @hotwirecoffee courtyard? http://westseattleblog.com/2016/05/west-seattle-outdoor-movies-2016-time-for-suggestions/ …,0.0,58800.0,,0.0,West Seattle,Quality,,0
2290,"Coquette brings back 'No Menu Tuesdays,' low-priced, prix fixe dinners  #news",17087.0,26281.0,38720.0,0.0,"Apollo Beach, FL",Spam,,1
2293,HAL | A3 Limited Edition Screen Print http://department-store.co/products/hal-a3-limited-edition-screen-print … #DeptStoreLDN #Screenprintpic.twitter.com/zPPJspoYuX,0.0,25000.0,,0.0,NY / FL,Quality,,0
2297,NEWS: Football supporter killed by policehttp://bit.ly/1R6mLZL,0.0,65300.0,527.0,0.0,,Quality,,0
2307,Coming to #TCAF? Stop by our new exhibit & get glimpse into the lives of the ppl of Toronto http://tpl.ca/tdgallery pic.twitter.com/MlqE5dK8HV,0.0,47700.0,,0.0,"Toronto, Ontario",Quality,,0
